transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary
T000679,2025-11-01,11,A008,Health Project Fund Account,Bank D,Health Department,non_tax_revenue_collection,inflow,175456,V000679,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000663,2025-11-02,11,A012,Audit Adjustment Account,Bank F,Emergency Management Department,off_budget_fund_transfer,inflow,470698,V000663,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000698,2025-11-02,11,A006,Social Security Transfer Account,Bank C,Emergency Management Department,budget_execution_payment,outflow,283356,V000698,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000692,2025-11-03,11,A012,Audit Adjustment Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,outflow,37399,V000692,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000676,2025-11-04,11,A009,Infrastructure Payment Account,Bank E,Culture and Tourism Department,budget_execution_payment,outflow,293280,V000676,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000654,2025-11-05,11,A010,Temporary Holding Account,Bank E,Community Services Department,non_tax_revenue_collection,inflow,116573,V000654,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000666,2025-11-05,11,A004,Off-budget Fund Account,Bank B,Community Services Department,project_fund_payment,outflow,179789,V000666,Simulated project fund payment for Community Services Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000703,2025-11-05,11,A005,Special Fund Account,Bank C,Finance Bureau Internal Unit,budget_execution_payment,outflow,42551,V000703,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000656,2025-11-06,11,A002,Budget Execution Payment Account,Bank A,Finance Bureau Internal Unit,project_fund_payment,outflow,535375,V000656,Simulated project fund payment for Finance Bureau Internal Unit,simulated_system,bank_statement,748920.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000671,2025-11-06,11,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,off_budget_fund_transfer,inflow,250386,V000671,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000649,2025-11-07,11,A007,Education Fund Account,Bank D,Infrastructure Department,audit_adjustment,inflow,83806,V000649,Simulated audit adjustment for Infrastructure Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000675,2025-11-07,11,A006,Social Security Transfer Account,Bank C,Education Department,budget_execution_payment,outflow,321364,V000675,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000694,2025-11-07,11,A009,Infrastructure Payment Account,Bank E,Social Security Department,non_tax_revenue_collection,inflow,123211,V000694,Simulated non tax revenue collection for Social Security Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000680,2025-11-08,11,A005,Special Fund Account,Bank C,Education Department,audit_adjustment,inflow,57035,V000680,Simulated audit adjustment for Education Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type
T000693,2025-11-09,11,A009,Infrastructure Payment Account,Bank E,Community Services Department,budget_execution_payment,outflow,75264,V000693,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000702,2025-11-10,11,A002,Budget Execution Payment Account,Bank A,Infrastructure Department,budget_execution_payment,outflow,253731,V000702,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000653,2025-11-11,11,A011,Inter-fund Transfer Account,Bank F,Emergency Management Department,audit_adjustment,inflow,97213,V000653,Simulated audit adjustment for Emergency Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000677,2025-11-12,11,A012,Audit Adjustment Account,Bank F,Education Department,non_tax_revenue_collection,inflow,61361,V000677,Simulated non tax revenue collection for Education Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000681,2025-11-12,11,A007,Education Fund Account,Bank D,Community Services Department,non_tax_revenue_collection,inflow,46340,V000681,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000701,2025-11-12,11,A006,Social Security Transfer Account,Bank C,Transport Department,off_budget_fund_transfer,inflow,261704,V000701,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000674,2025-11-13,11,A011,Inter-fund Transfer Account,Bank F,Education Department,non_tax_revenue_collection,inflow,100852,V000674,Simulated non tax revenue collection for Education Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000678,2025-11-13,11,A004,Off-budget Fund Account,Bank B,Health Department,budget_execution_payment,outflow,97256,V000678,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000691,2025-11-13,11,A004,Off-budget Fund Account,Bank B,Environmental Protection Department,temporary_holding,inflow,226351,V000691,Simulated temporary holding for Environmental Protection Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000670,2025-11-14,11,A009,Infrastructure Payment Account,Bank E,Health Department,temporary_holding,inflow,106496,V000670,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000672,2025-11-14,11,A013,Year-end Settlement Account,Bank G,Transport Department,non_tax_revenue_collection,inflow,110338,V000672,Simulated non tax revenue collection for Transport Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000647,2025-11-15,11,A007,Education Fund Account,Bank D,Health Department,budget_execution_payment,outflow,247650,V000647,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000650,2025-11-15,11,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,119290,V000650,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000658,2025-11-15,11,A007,Education Fund Account,Bank D,Education Department,budget_execution_payment,outflow,348873,V000658,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,56,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000652,2025-11-16,11,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,temporary_holding,inflow,25167,V000652,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000661,2025-11-16,11,A010,Temporary Holding Account,Bank E,Infrastructure Department,off_budget_fund_transfer,outflow,457562,V000661,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,64,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000683,2025-11-16,11,A002,Budget Execution Payment Account,Bank A,Health Department,off_budget_fund_transfer,outflow,416055,V000683,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000685,2025-11-16,11,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,audit_adjustment,outflow,63694,V000685,Simulated audit adjustment for Agriculture Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000699,2025-11-18,11,A003,Non-tax Revenue Collection Account,Bank B,Agriculture Department,budget_execution_payment,outflow,34780,V000699,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000667,2025-11-19,11,A005,Special Fund Account,Bank C,Urban Management Department,budget_execution_payment,outflow,284724,V000667,Simulated budget execution payment for Urban Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000660,2025-11-20,11,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,budget_execution_payment,outflow,309754,V000660,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000668,2025-11-21,11,A008,Health Project Fund Account,Bank D,Social Security Department,budget_execution_payment,outflow,280123,V000668,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000662,2025-11-22,11,A007,Education Fund Account,Bank D,Culture and Tourism Department,budget_execution_payment,outflow,208057,V000662,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000664,2025-11-22,11,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,budget_execution_payment,outflow,341516,V000664,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000648,2025-11-23,11,A004,Off-budget Fund Account,Bank B,Social Security Department,temporary_holding,inflow,90770,V000648,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000690,2025-11-23,11,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,budget_execution_payment,outflow,155174,V000690,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000695,2025-11-23,11,A001,Treasury Main Account,Bank A,Community Services Department,budget_execution_payment,outflow,149188,V000695,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000696,2025-11-23,11,A013,Year-end Settlement Account,Bank G,Infrastructure Department,non_tax_revenue_collection,inflow,73304,V000696,Simulated non tax revenue collection for Infrastructure Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000689,2025-11-24,11,A006,Social Security Transfer Account,Bank C,Health Department,off_budget_fund_transfer,outflow,350991,V000689,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type
T000659,2025-11-25,11,A003,Non-tax Revenue Collection Account,Bank B,Transport Department,budget_execution_payment,outflow,148381,V000659,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000673,2025-11-25,11,A009,Infrastructure Payment Account,Bank E,Education Department,non_tax_revenue_collection,inflow,118694,V000673,Simulated non tax revenue collection for Education Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000669,2025-11-27,11,A011,Inter-fund Transfer Account,Bank F,Transport Department,budget_execution_payment,outflow,212990,V000669,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000686,2025-11-27,11,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,64772,V000686,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000688,2025-11-27,11,A013,Year-end Settlement Account,Bank G,Agriculture Department,budget_execution_payment,outflow,272822,V000688,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000697,2025-11-27,11,A007,Education Fund Account,Bank D,Infrastructure Department,project_fund_payment,outflow,423337,V000697,Simulated project fund payment for Infrastructure Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000657,2025-11-28,11,A006,Social Security Transfer Account,Bank C,Social Security Department,temporary_holding,inflow,209824,V000657,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000665,2025-11-29,11,A004,Off-budget Fund Account,Bank B,Transport Department,refund,inflow,50926,V000665,Simulated refund for Transport Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000684,2025-11-29,11,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,budget_execution_payment,outflow,70613,V000684,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000687,2025-11-29,11,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,inter_fund_transfer,inflow,254417,V000687,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000700,2025-11-29,11,A006,Social Security Transfer Account,Bank C,Agriculture Department,non_tax_revenue_collection,inflow,38205,V000700,Simulated non tax revenue collection for Agriculture Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000682,2025-11-30,11,A007,Education Fund Account,Bank D,Social Security Department,refund,inflow,78095,V000682,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000713,2025-12-01,12,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,off_budget_fund_transfer,outflow,224405,V000713,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000774,2025-12-01,12,A002,Budget Execution Payment Account,Bank A,Infrastructure Department,off_budget_fund_transfer,inflow,84645,V000774,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000811,2025-12-01,12,A007,Education Fund Account,Bank D,Community Services Department,budget_execution_payment,outflow,150016,V000811,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,57,0,1,Low,Check year-end classification and approval,year_end
T000758,2025-12-03,12,A010,Temporary Holding Account,Bank E,Urban Management Department,inter_fund_transfer,inflow,203208,V000758,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000761,2025-12-03,12,A007,Education Fund Account,Bank D,Environmental Protection Department,audit_adjustment,outflow,41761,V000761,Simulated audit adjustment for Environmental Protection Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000716,2025-12-04,12,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,project_fund_payment,outflow,166481,V000716,Simulated project fund payment for Infrastructure Department,simulated_system,bank_statement,748920.0,0,0,1,0,1,64,0,1,Low,Check year-end classification and approval,year_end
T000751,2025-12-04,12,A011,Inter-fund Transfer Account,Bank F,Environmental Protection Department,project_fund_payment,outflow,283982,V000751,Simulated project fund payment for Environmental Protection Department,simulated_system,bank_statement,748920.0,0,0,1,0,1,70,0,1,Low,Check year-end classification and approval,year_end
T000764,2025-12-04,12,A002,Budget Execution Payment Account,Bank A,Social Security Department,budget_execution_payment,outflow,302187,V000764,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,66,0,1,Low,Check year-end classification and approval,year_end
T000809,2025-12-04,12,A007,Education Fund Account,Bank D,Culture and Tourism Department,budget_execution_payment,outflow,246812,V000809,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,81,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000706,2025-12-05,12,A013,Year-end Settlement Account,Bank G,Agriculture Department,budget_execution_payment,outflow,329122,V000706,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,70,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end
T000743,2025-12-05,12,A010,Temporary Holding Account,Bank E,Urban Management Department,project_fund_payment,outflow,356468,V000743,Simulated project fund payment for Urban Management Department,simulated_system,bank_statement,748920.0,0,0,1,0,1,64,0,1,Low,Check year-end classification and approval,year_end
T000757,2025-12-05,12,A013,Year-end Settlement Account,Bank G,Urban Management Department,off_budget_fund_transfer,inflow,277174,V000757,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000778,2025-12-05,12,A004,Off-budget Fund Account,Bank B,Social Security Department,non_tax_revenue_collection,inflow,176231,V000778,Simulated non tax revenue collection for Social Security Department,simulated_system,bank_statement,163417.0,1,0,1,0,1,66,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end
T000784,2025-12-05,12,A005,Special Fund Account,Bank C,Community Services Department,project_fund_payment,outflow,738235,V000784,Simulated project fund payment for Community Services Department,simulated_system,bank_statement,748920.0,0,0,1,0,1,57,0,1,Low,Check year-end classification and approval,year_end
T000790,2025-12-05,12,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,274809,V000790,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,77,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000727,2025-12-07,12,A013,Year-end Settlement Account,Bank G,Education Department,budget_execution_payment,outflow,220122,V000727,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,56,0,1,Low,Check year-end classification and approval,year_end
T000732,2025-12-07,12,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,project_fund_payment,outflow,130522,V000732,Simulated project fund payment for Finance Bureau Internal Unit,simulated_system,bank_statement,748920.0,0,0,1,0,1,77,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000744,2025-12-07,12,A005,Special Fund Account,Bank C,Finance Bureau Internal Unit,budget_execution_payment,outflow,331207,V000744,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,77,1,5,Medium,Review transaction amount and supporting documents,large_amount; year_end; high_activity_department
T000746,2025-12-07,12,A011,Inter-fund Transfer Account,Bank F,Infrastructure Department,non_tax_revenue_collection,inflow,34960,V000746,Simulated non tax revenue collection for Infrastructure Department,simulated_system,bank_statement,163417.0,0,0,1,0,1,64,0,1,Low,Check year-end classification and approval,year_end
T000754,2025-12-07,12,A007,Education Fund Account,Bank D,Agriculture Department,off_budget_fund_transfer,outflow,288445,V000754,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000765,2025-12-07,12,A010,Temporary Holding Account,Bank E,Education Department,non_tax_revenue_collection,inflow,67112,V000765,Simulated non tax revenue collection for Education Department,simulated_system,bank_statement,163417.0,0,0,1,0,1,56,0,1,Low,Check year-end classification and approval,year_end
T000781,2025-12-07,12,A001,Treasury Main Account,Bank A,Culture and Tourism Department,off_budget_fund_transfer,outflow,379762,V000781,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000722,2025-12-08,12,A011,Inter-fund Transfer Account,Bank F,Health Department,project_fund_payment,outflow,150854,V000722,Simulated project fund payment for Health Department,simulated_system,bank_statement,748920.0,0,0,1,0,1,63,0,1,Low,Check year-end classification and approval,year_end
T000726,2025-12-08,12,A005,Special Fund Account,Bank C,Social Security Department,non_tax_revenue_collection,inflow,43725,V000726,Simulated non tax revenue collection for Social Security Department,simulated_system,bank_statement,163417.0,0,0,1,0,1,66,0,1,Low,Check year-end classification and approval,year_end
T000769,2025-12-08,12,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,temporary_holding,inflow,168442,V000769,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000707,2025-12-09,12,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,audit_adjustment,inflow,32017,V000707,Simulated audit adjustment for Culture and Tourism Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000760,2025-12-09,12,A001,Treasury Main Account,Bank A,Transport Department,refund,inflow,29180,V000760,Simulated refund for Transport Department,simulated_system,bank_statement,70230.0,0,0,1,0,1,74,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000771,2025-12-09,12,A007,Education Fund Account,Bank D,Transport Department,off_budget_fund_transfer,inflow,273966,V000771,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000708,2025-12-10,12,A013,Year-end Settlement Account,Bank G,Environmental Protection Department,budget_execution_payment,outflow,65647,V000708,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,70,0,1,Low,Check year-end classification and approval,year_end
T000728,2025-12-10,12,A012,Audit Adjustment Account,Bank F,Finance Bureau Internal Unit,inter_fund_transfer,inflow,487726,V000728,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,77,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000796,2025-12-10,12,A006,Social Security Transfer Account,Bank C,Health Department,budget_execution_payment,outflow,53298,V000796,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,63,0,1,Low,Check year-end classification and approval,year_end
T000776,2025-12-11,12,A012,Audit Adjustment Account,Bank F,Transport Department,budget_execution_payment,outflow,187995,V000776,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,74,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000807,2025-12-11,12,A002,Budget Execution Payment Account,Bank A,Culture and Tourism Department,budget_execution_payment,outflow,132789,V000807,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,81,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000748,2025-12-12,12,A003,Non-tax Revenue Collection Account,Bank B,Agriculture Department,budget_execution_payment,outflow,133920,V000748,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,70,0,1,Low,Check year-end classification and approval,year_end
T000767,2025-12-12,12,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,off_budget_fund_transfer,outflow,257506,V000767,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000779,2025-12-12,12,A007,Education Fund Account,Bank D,Transport Department,temporary_holding,inflow,159177,V000779,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000785,2025-12-12,12,A010,Temporary Holding Account,Bank E,Transport Department,inter_fund_transfer,outflow,197696,V000785,Simulated inter fund transfer for Transport Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department
T000800,2025-12-12,12,A005,Special Fund Account,Bank C,Culture and Tourism Department,budget_execution_payment,outflow,176215,V000800,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,81,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000802,2025-12-12,12,A003,Non-tax Revenue Collection Account,Bank B,Education Department,budget_execution_payment,outflow,316508,V000802,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,56,0,4,Medium,Review transaction amount and supporting documents,large_amount; year_end
T000804,2025-12-12,12,A003,Non-tax Revenue Collection Account,Bank B,Social Security Department,non_tax_revenue_collection,inflow,69033,V000804,Simulated non tax revenue collection for Social Security Department,simulated_system,bank_statement,163417.0,0,0,1,0,1,66,0,1,Low,Check year-end classification and approval,year_end
T000729,2025-12-13,12,A010,Temporary Holding Account,Bank E,Social Security Department,inter_fund_transfer,inflow,562613,V000729,Simulated inter fund transfer for Social Security Department,simulated_system,bank_statement,509918.00000000006,1,1,1,0,1,66,0,6,High,Immediate review required,large_amount; high_risk_type; year_end
T000799,2025-12-13,12,A001,Treasury Main Account,Bank A,Emergency Management Department,audit_adjustment,inflow,35928,V000799,Simulated audit adjustment for Emergency Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000808,2025-12-13,12,A003,Non-tax Revenue Collection Account,Bank B,Community Services Department,project_fund_payment,outflow,284907,V000808,Simulated project fund payment for Community Services Department,simulated_system,bank_statement,748920.0,0,0,1,0,1,57,0,1,Low,Check year-end classification and approval,year_end
T000709,2025-12-14,12,A005,Special Fund Account,Bank C,Health Department,audit_adjustment,outflow,79798,V000709,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,1,63,0,3,Medium,Second-level review recommended,high_risk_type; year_end
T000730,2025-12-14,12,A012,Audit Adjustment Account,Bank F,Finance Bureau Internal Unit,budget_execution_payment,outflow,249707,V000730,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,1,77,1,2,Low,Check year-end classification and approval,year_end; high_activity_department
T000731,2025-12-14,12,A009,Infrastructure Payment Account,Bank E,Agriculture Department,off_budget_fund_transfer,inflow,169728,V000731,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end
