case_id,transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary,case_owner,case_status,days_open,overdue_flag,second_review_required,investigation_priority,investigation_note,follow_up_action,investigation_priority_score
CASE00205,T000683,2025-11-16,11,A002,Budget Execution Payment Account,Bank A,Health Department,off_budget_fund_transfer,outflow,416055,V000683,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00206,T000630,2025-10-16,10,A013,Year-end Settlement Account,Bank G,Social Security Department,inter_fund_transfer,inflow,411413,V000630,Simulated inter fund transfer for Social Security Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00207,T000220,2025-04-02,4,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,inter_fund_transfer,inflow,394313,V000220,Simulated inter fund transfer for Infrastructure Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,open,8,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00208,T000590,2025-09-19,9,A007,Education Fund Account,Bank D,Social Security Department,off_budget_fund_transfer,inflow,394225,V000590,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00209,T000553,2025-09-20,9,A002,Budget Execution Payment Account,Bank A,Social Security Department,off_budget_fund_transfer,inflow,393649,V000553,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00210,T000514,2025-09-26,9,A005,Special Fund Account,Bank C,Education Department,off_budget_fund_transfer,inflow,392544,V000514,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00211,T000202,2025-04-14,4,A012,Audit Adjustment Account,Bank F,Agriculture Department,inter_fund_transfer,outflow,388252,V000202,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00212,T000122,2025-03-09,3,A011,Inter-fund Transfer Account,Bank F,Social Security Department,off_budget_fund_transfer,outflow,372962,V000122,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00213,T000510,2025-09-03,9,A011,Inter-fund Transfer Account,Bank F,Agriculture Department,off_budget_fund_transfer,inflow,371116,V000510,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00214,T000453,2025-08-17,8,A012,Audit Adjustment Account,Bank F,Emergency Management Department,year_end_settlement,outflow,360763,V000453,Simulated year end settlement for Emergency Management Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00215,T000102,2025-03-11,3,A010,Temporary Holding Account,Bank E,Community Services Department,year_end_settlement,outflow,356916,V000102,Simulated year end settlement for Community Services Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00216,T000085,2025-02-11,2,A012,Audit Adjustment Account,Bank F,Agriculture Department,inter_fund_transfer,outflow,356676,V000085,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00217,T000689,2025-11-24,11,A006,Social Security Transfer Account,Bank C,Health Department,off_budget_fund_transfer,outflow,350991,V000689,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00218,T000147,2025-03-08,3,A009,Infrastructure Payment Account,Bank E,Agriculture Department,year_end_settlement,inflow,345507,V000147,Simulated year end settlement for Agriculture Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00219,T000329,2025-06-20,6,A011,Inter-fund Transfer Account,Bank F,Education Department,off_budget_fund_transfer,outflow,339718,V000329,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00220,T000558,2025-09-14,9,A013,Year-end Settlement Account,Bank G,Agriculture Department,year_end_settlement,inflow,334543,V000558,Simulated year end settlement for Agriculture Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,8,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00221,T000515,2025-09-22,9,A010,Temporary Holding Account,Bank E,Social Security Department,off_budget_fund_transfer,inflow,332877,V000515,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00222,T000050,2025-01-25,1,A008,Health Project Fund Account,Bank D,Education Department,year_end_settlement,inflow,329770,V000050,Simulated year end settlement for Education Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00223,T000249,2025-05-06,5,A007,Education Fund Account,Bank D,Agriculture Department,off_budget_fund_transfer,outflow,319220,V000249,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00224,T000187,2025-04-20,4,A005,Special Fund Account,Bank C,Emergency Management Department,off_budget_fund_transfer,inflow,310852,V000187,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00225,T000622,2025-10-03,10,A008,Health Project Fund Account,Bank D,Health Department,off_budget_fund_transfer,outflow,299992,V000622,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00226,T000247,2025-05-28,5,A006,Social Security Transfer Account,Bank C,Community Services Department,year_end_settlement,outflow,299150,V000247,Simulated year end settlement for Community Services Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,10,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00227,T000494,2025-08-13,8,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,inter_fund_transfer,inflow,289579,V000494,Simulated inter fund transfer for Environmental Protection Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,9,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00228,T000064,2025-02-20,2,A010,Temporary Holding Account,Bank E,Education Department,year_end_settlement,inflow,287665,V000064,Simulated year end settlement for Education Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00229,T000342,2025-06-26,6,A009,Infrastructure Payment Account,Bank E,Community Services Department,inter_fund_transfer,inflow,286150,V000342,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00230,T000460,2025-08-16,8,A005,Special Fund Account,Bank C,Education Department,off_budget_fund_transfer,outflow,279141,V000460,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,9,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00231,T000542,2025-09-01,9,A008,Health Project Fund Account,Bank D,Environmental Protection Department,off_budget_fund_transfer,outflow,277541,V000542,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00232,T000199,2025-04-24,4,A001,Treasury Main Account,Bank A,Emergency Management Department,off_budget_fund_transfer,inflow,276183,V000199,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00233,T000179,2025-04-05,4,A010,Temporary Holding Account,Bank E,Social Security Department,off_budget_fund_transfer,outflow,274809,V000179,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,8,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00234,T000623,2025-10-12,10,A010,Temporary Holding Account,Bank E,Agriculture Department,inter_fund_transfer,outflow,273890,V000623,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00235,T000109,2025-03-04,3,A010,Temporary Holding Account,Bank E,Education Department,off_budget_fund_transfer,inflow,262732,V000109,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,9,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00236,T000182,2025-04-06,4,A005,Special Fund Account,Bank C,Health Department,off_budget_fund_transfer,inflow,258870,V000182,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00237,T000391,2025-07-11,7,A008,Health Project Fund Account,Bank D,Social Security Department,off_budget_fund_transfer,inflow,257705,V000391,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00238,T000531,2025-09-09,9,A004,Off-budget Fund Account,Bank B,Environmental Protection Department,inter_fund_transfer,inflow,251322,V000531,Simulated inter fund transfer for Environmental Protection Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00239,T000671,2025-11-06,11,A002,Budget Execution Payment Account,Bank A,Environmental Protection Department,off_budget_fund_transfer,inflow,250386,V000671,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00240,T000012,2025-01-24,1,A003,Non-tax Revenue Collection Account,Bank B,Education Department,off_budget_fund_transfer,inflow,246688,V000012,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00241,T000110,2025-03-28,3,A005,Special Fund Account,Bank C,Urban Management Department,inter_fund_transfer,outflow,244695,V000110,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,8,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00242,T000079,2025-02-28,2,A008,Health Project Fund Account,Bank D,Health Department,off_budget_fund_transfer,outflow,243046,V000079,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00243,T000456,2025-08-21,8,A005,Special Fund Account,Bank C,Environmental Protection Department,off_budget_fund_transfer,inflow,241655,V000456,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00244,T000116,2025-03-20,3,A013,Year-end Settlement Account,Bank G,Emergency Management Department,inter_fund_transfer,inflow,239724,V000116,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00245,T000104,2025-03-01,3,A006,Social Security Transfer Account,Bank C,Community Services Department,off_budget_fund_transfer,outflow,228747,V000104,Simulated off budget fund transfer for Community Services Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00246,T000318,2025-06-12,6,A005,Special Fund Account,Bank C,Environmental Protection Department,year_end_settlement,outflow,215639,V000318,Simulated year end settlement for Environmental Protection Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00247,T000657,2025-11-28,11,A006,Social Security Transfer Account,Bank C,Social Security Department,temporary_holding,inflow,209824,V000657,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00248,T000420,2025-07-03,7,A007,Education Fund Account,Bank D,Social Security Department,off_budget_fund_transfer,outflow,203615,V000420,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00249,T000424,2025-07-04,7,A011,Inter-fund Transfer Account,Bank F,Urban Management Department,off_budget_fund_transfer,inflow,198065,V000424,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,12,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00250,T000596,2025-10-28,10,A002,Budget Execution Payment Account,Bank A,Agriculture Department,off_budget_fund_transfer,inflow,188058,V000596,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00251,T000013,2025-01-23,1,A008,Health Project Fund Account,Bank D,Social Security Department,off_budget_fund_transfer,inflow,187381,V000013,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00252,T000274,2025-05-09,5,A003,Non-tax Revenue Collection Account,Bank B,Urban Management Department,year_end_settlement,inflow,186989,V000274,Simulated year end settlement for Urban Management Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00253,T000193,2025-04-30,4,A008,Health Project Fund Account,Bank D,Urban Management Department,off_budget_fund_transfer,outflow,185289,V000193,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00254,T000455,2025-08-01,8,A003,Non-tax Revenue Collection Account,Bank B,Emergency Management Department,inter_fund_transfer,inflow,182696,V000455,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00255,T000244,2025-05-12,5,A008,Health Project Fund Account,Bank D,Community Services Department,off_budget_fund_transfer,inflow,181165,V000244,Simulated off budget fund transfer for Community Services Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00256,T000045,2025-01-16,1,A013,Year-end Settlement Account,Bank G,Infrastructure Department,temporary_holding,inflow,176619,V000045,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00257,T000497,2025-08-22,8,A012,Audit Adjustment Account,Bank F,Social Security Department,temporary_holding,inflow,160145,V000497,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00258,T000371,2025-06-14,6,A001,Treasury Main Account,Bank A,Social Security Department,inter_fund_transfer,outflow,158261,V000371,Simulated inter fund transfer for Social Security Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00259,T000335,2025-06-16,6,A005,Special Fund Account,Bank C,Health Department,inter_fund_transfer,outflow,155639,V000335,Simulated inter fund transfer for Health Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00260,T000565,2025-09-11,9,A007,Education Fund Account,Bank D,Community Services Department,inter_fund_transfer,inflow,154917,V000565,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00261,T000118,2025-03-15,3,A008,Health Project Fund Account,Bank D,Community Services Department,temporary_holding,inflow,154701,V000118,Simulated temporary holding for Community Services Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00262,T000486,2025-08-14,8,A010,Temporary Holding Account,Bank E,Environmental Protection Department,off_budget_fund_transfer,inflow,151544,V000486,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00263,T000232,2025-05-22,5,A010,Temporary Holding Account,Bank E,Social Security Department,off_budget_fund_transfer,outflow,150263,V000232,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,11,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00264,T000547,2025-09-02,9,A006,Social Security Transfer Account,Bank C,Social Security Department,temporary_holding,inflow,149876,V000547,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00265,T000056,2025-02-03,2,A004,Off-budget Fund Account,Bank B,Social Security Department,temporary_holding,inflow,137600,V000056,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00266,T000603,2025-10-22,10,A011,Inter-fund Transfer Account,Bank F,Emergency Management Department,inter_fund_transfer,outflow,137399,V000603,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00267,T000444,2025-08-02,8,A011,Inter-fund Transfer Account,Bank F,Education Department,temporary_holding,inflow,136082,V000444,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00268,T000401,2025-07-30,7,A012,Audit Adjustment Account,Bank F,Education Department,temporary_holding,inflow,135180,V000401,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00269,T000255,2025-05-21,5,A012,Audit Adjustment Account,Bank F,Infrastructure Department,off_budget_fund_transfer,outflow,130755,V000255,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Senior Review Officer,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00270,T000416,2025-07-06,7,A007,Education Fund Account,Bank D,Environmental Protection Department,temporary_holding,inflow,128680,V000416,Simulated temporary holding for Environmental Protection Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00271,T000208,2025-04-30,4,A007,Education Fund Account,Bank D,Emergency Management Department,temporary_holding,inflow,126656,V000208,Simulated temporary holding for Emergency Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00272,T000545,2025-09-17,9,A012,Audit Adjustment Account,Bank F,Education Department,off_budget_fund_transfer,outflow,125310,V000545,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,3,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00273,T000083,2025-02-02,2,A009,Infrastructure Payment Account,Bank E,Urban Management Department,temporary_holding,inflow,121496,V000083,Simulated temporary holding for Urban Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,open,11,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00274,T000094,2025-02-24,2,A001,Treasury Main Account,Bank A,Infrastructure Department,off_budget_fund_transfer,outflow,119613,V000094,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00275,T000636,2025-10-01,10,A002,Budget Execution Payment Account,Bank A,Health Department,off_budget_fund_transfer,outflow,118207,V000636,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00276,T000331,2025-06-21,6,A013,Year-end Settlement Account,Bank G,Urban Management Department,temporary_holding,inflow,117228,V000331,Simulated temporary holding for Urban Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00277,T000546,2025-09-13,9,A008,Health Project Fund Account,Bank D,Health Department,temporary_holding,inflow,113863,V000546,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,63,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
